imagen,rotacion,traslacion
0624.jpg,"[[ 0.47192937 -0.4557369   0.75470958  0.        ]
 [ 0.73083649  0.68101662 -0.04576436  0.        ]
 [-0.49311326  0.57316685  0.6544609   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -354]
 [   0    1    0 -339]
 [   0    0    1 3772]
 [   0    0    0    1]]"
0625.jpg,"[[ 0.75561639  0.47216152  0.4539905   0.        ]
 [-0.6469497   0.429546    0.63003676  0.        ]
 [ 0.10246931 -0.76977512  0.63003676  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  165]
 [   0    1    0  -71]
 [   0    0    1 3919]
 [   0    0    0    1]]"
0626.jpg,"[[ 0.58639054 -0.13537892 -0.79863551  0.        ]
 [ 0.01588171  0.98766706 -0.15576119  0.        ]
 [ 0.80987277  0.07865319  0.58130867  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   80]
 [   0    1    0  125]
 [   0    0    1 2529]
 [   0    0    0    1]]"
0627.jpg,"[[ 0.66872299  0.74269212 -0.0348995   0.        ]
 [-0.74296354  0.66569148 -0.06971398  0.        ]
 [-0.02854373  0.07254839  0.99695636  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -912]
 [   0    1    0   62]
 [   0    0    1 3426]
 [   0    0    0    1]]"
0628.jpg,"[[ 0.64278761  0.          0.76604444  0.        ]
 [ 0.22396972  0.95630476 -0.18793291  0.        ]
 [-0.73257194  0.2923717   0.61470085  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  846]
 [   0    1    0 -130]
 [   0    0    1 4319]
 [   0    0    0    1]]"
0629.jpg,"[[ 0.43680957 -0.60121679 -0.66913061  0.        ]
 [ 0.89728182  0.23836794  0.37157241  0.        ]
 [-0.06389629 -0.76270511  0.6435823   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  704]
 [   0    1    0  300]
 [   0    0    1 2425]
 [   0    0    0    1]]"
0630.jpg,"[[ 0.76781409 -0.17726385  0.61566148  0.        ]
 [ 0.5736374   0.61815668 -0.53742204  0.        ]
 [-0.28530975  0.76580666  0.57631458  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -464]
 [   0    1    0  746]
 [   0    0    1 4001]
 [   0    0    0    1]]"
0631.jpg,"[[ 0.40474568  0.62325369  0.66913061  0.        ]
 [-0.91273653  0.31985837  0.2541705   0.        ]
 [-0.05561432 -0.71361436  0.69832771  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  181]
 [   0    1    0  739]
 [   0    0    1 3931]
 [   0    0    0    1]]"
0632.jpg,"[[ 0.68189554  0.13254707  0.7193398   0.        ]
 [-0.38892208  0.89860483  0.20309845  0.        ]
 [-0.61948211 -0.41825906  0.6643051   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  735]
 [   0    1    0  -86]
 [   0    0    1 4712]
 [   0    0    0    1]]"
0633.jpg,"[[ 0.9810292  -0.19069276  0.0348995   0.        ]
 [ 0.13016604  0.51453589 -0.84753149  0.        ]
 [ 0.14366107  0.83599587  0.52959645  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  377]
 [   0    1    0  577]
 [   0    0    1 4855]
 [   0    0    0    1]]"
0634.jpg,"[[ 0.88240973 -0.03081443 -0.46947156  0.        ]
 [ 0.11584251  0.98136273  0.15332224  0.        ]
 [ 0.45599736 -0.1896778   0.86953363  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -492]
 [   0    1    0 -494]
 [   0    0    1 3240]
 [   0    0    0    1]]"
0635.jpg,"[[ 0.51473978  0.76313311  0.39073113  0.        ]
 [-0.80443087  0.27226494  0.52797989  0.        ]
 [ 0.29653655 -0.58608844  0.75403343  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -984]
 [   0    1    0   27]
 [   0    0    1 4239]
 [   0    0    0    1]]"
0636.jpg,"[[ 0.52846093 -0.81375847  0.2419219   0.        ]
 [ 0.84581873  0.52915924 -0.06768441  0.        ]
 [-0.07293645  0.24039064  0.96793213  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  130]
 [   0    1    0 -287]
 [   0    0    1 4185]
 [   0    0    0    1]]"
0637.jpg,"[[ 0.98147768 -0.19077993  0.01745241  0.        ]
 [ 0.18914914  0.97946828  0.06974585  0.        ]
 [-0.03040019 -0.06515289  0.99741212  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  983]
 [   0    1    0 -356]
 [   0    0    1 4961]
 [   0    0    0    1]]"
0638.jpg,"[[ 0.97199655  0.06796862  0.22495105  0.        ]
 [ 0.07157116  0.82615707 -0.55887571  0.        ]
 [-0.22383092  0.55932527  0.79815723  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1003]
 [    0     1     0  -386]
 [    0     0     1  4843]
 [    0     0     0     1]]"
0639.jpg,"[[ 0.93611681  0.34071865 -0.08715574  0.        ]
 [-0.18393299  0.68554118  0.70441603  0.        ]
 [ 0.29975653 -0.64338486  0.70441603  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -346]
 [   0    1    0  184]
 [   0    0    1 3761]
 [   0    0    0    1]]"
0640.jpg,"[[ 0.76460347  0.5973737  -0.2419219   0.        ]
 [-0.40380361  0.73657783  0.54258248  0.        ]
 [ 0.50231881 -0.31717151  0.80441161  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  595]
 [   0    1    0  190]
 [   0    0    1 4084]
 [   0    0    0    1]]"
0641.jpg,"[[ 0.72552826  0.5875212  -0.35836795  0.        ]
 [-0.65403188  0.42662414 -0.62468724  0.        ]
 [-0.21412858  0.68761231  0.69378546  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -352]
 [   0    1    0  481]
 [   0    0    1 3857]
 [   0    0    0    1]]"
0642.jpg,"[[ 0.42858365  0.74232866  0.51503807  0.        ]
 [-0.82894399  0.09631577  0.55097652  0.        ]
 [ 0.35939937 -0.66307725  0.65662825  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  109]
 [   0    1    0  612]
 [   0    0    1 2427]
 [   0    0    0    1]]"
0643.jpg,"[[ 0.92492528  0.37369407 -0.06975647  0.        ]
 [-0.22986026  0.6959208   0.68033705  0.        ]
 [ 0.3027829  -0.61322669  0.72957216  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  419]
 [   0    1    0 -128]
 [   0    0    1 2150]
 [   0    0    0    1]]"
0644.jpg,"[[ 0.58554855 -0.05122886 -0.80901699  0.        ]
 [ 0.68118069  0.5721287   0.45679494  0.        ]
 [ 0.43946076 -0.81856237  0.36990524  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1192]
 [    0     1     0   478]
 [    0     0     1  3179]
 [    0     0     0     1]]"
0645.jpg,"[[ 0.71435666 -0.64320962  0.27563736  0.        ]
 [ 0.68190334  0.5513636  -0.48063085  0.        ]
 [ 0.15716998  0.53129988  0.83247705  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  632]
 [   0    1    0  239]
 [   0    0    1 4635]
 [   0    0    0    1]]"
0646.jpg,"[[ 0.54455608 -0.83854283  0.01745241  0.        ]
 [ 0.46474451  0.28435621 -0.83854283  0.        ]
 [ 0.69819138  0.46474451  0.54455608  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  680]
 [   0    1    0  643]
 [   0    0    1 3239]
 [   0    0    0    1]]"
0647.jpg,"[[ 0.89748766  0.12613367 -0.42261826  0.        ]
 [-0.04911968  0.9808571   0.18843198  0.        ]
 [ 0.43829574 -0.14835651  0.88650279  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  314]
 [   0    1    0 -341]
 [   0    0    1 4966]
 [   0    0    0    1]]"
0648.jpg,"[[ 0.69797233 -0.67402405  0.2419219   0.        ]
 [ 0.24417556  0.54157202  0.80441161  0.        ]
 [-0.6732109  -0.50238564  0.54258248  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -864]
 [   0    1    0 -436]
 [   0    0    1 3185]
 [   0    0    0    1]]"
0649.jpg,"[[ 0.74269212 -0.66872299 -0.0348995   0.        ]
 [ 0.63231001  0.71750049 -0.2921936   0.        ]
 [ 0.22043698  0.19494258  0.9557222   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  718]
 [   0    1    0 -460]
 [   0    0    1 3324]
 [   0    0    0    1]]"
0650.jpg,"[[ 0.6697921  -0.50472455  0.54463904  0.        ]
 [ 0.72310075  0.2765794  -0.63295271  0.        ]
 [ 0.16883083  0.81777562  0.5502174   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  844]
 [   0    1    0 -363]
 [   0    0    1 4403]
 [   0    0    0    1]]"
0651.jpg,"[[ 0.69471383 -0.60390552 -0.39073113  0.        ]
 [ 0.63389052  0.77075271 -0.06421117  0.        ]
 [ 0.33993456 -0.20307237  0.91826255  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  704]
 [   0    1    0  -34]
 [   0    0    1 3936]
 [   0    0    0    1]]"
0652.jpg,"[[ 0.91994411  0.03212516 -0.39073113  0.        ]
 [-0.32156804  0.63195001 -0.70514763  0.        ]
 [ 0.22426956  0.77434305  0.59168911  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -560]
 [   0    1    0  -43]
 [   0    0    1 3788]
 [   0    0    0    1]]"
0653.jpg,"[[ 0.48908113 -0.2711021   0.82903757  0.        ]
 [ 0.84907927  0.3655439  -0.38136864  0.        ]
 [-0.19965979  0.89043883  0.4089678   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  828]
 [   0    1    0  340]
 [   0    0    1 4980]
 [   0    0    0    1]]"
0654.jpg,"[[ 0.92242782  0.33573627 -0.190809    0.        ]
 [-0.21780876  0.8603373   0.46084605  0.        ]
 [ 0.31888283 -0.38353734  0.86672536  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -96]
 [   0    1    0   51]
 [   0    0    1 3626]
 [   0    0    0    1]]"
0655.jpg,"[[ 0.76313311 -0.32393079  0.5591929   0.        ]
 [ 0.63479796  0.53786735 -0.55473441  0.        ]
 [-0.12107605  0.77831071  0.61609498  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -853]
 [   0    1    0  474]
 [   0    0    1 4247]
 [   0    0    0    1]]"
0656.jpg,"[[ 0.38744832 -0.49591124 -0.77714596  0.        ]
 [ 0.88734468 -0.02800043  0.4602558   0.        ]
 [-0.25000644 -0.86792167  0.42919547  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -476]
 [   0    1    0  703]
 [   0    0    1 2624]
 [   0    0    0    1]]"
0657.jpg,"[[ 0.52596933  0.06458091 -0.8480481   0.        ]
 [-0.38926919  0.90482301 -0.17252484  0.        ]
 [ 0.75619162  0.42086177  0.50104851  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -376]
 [   0    1    0  215]
 [   0    0    1 2128]
 [   0    0    0    1]]"
0658.jpg,"[[ 0.61810042 -0.66283155  0.42261826  0.        ]
 [ 0.76749305  0.392565   -0.50680088  0.        ]
 [ 0.17001848  0.63761042  0.75136321  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -360]
 [   0    1    0  625]
 [   0    0    1 4016]
 [   0    0    0    1]]"
0659.jpg,"[[ 0.61062689 -0.75406141  0.2419219   0.        ]
 [ 0.77437053  0.63250575  0.016934    0.        ]
 [-0.16578626  0.17699683  0.97014795  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -946]
 [   0    1    0  -15]
 [   0    0    1 2224]
 [   0    0    0    1]]"
0660.jpg,"[[ 0.61481773 -0.03222123 -0.78801075  0.        ]
 [ 0.67463465  0.53900748  0.50432036  0.        ]
 [ 0.40849387 -0.84168446  0.35312892  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  530]
 [   0    1    0  655]
 [   0    0    1 2206]
 [   0    0    0    1]]"
0661.jpg,"[[ 0.6830127  -0.6830127   0.25881905  0.        ]
 [ 0.26756655  0.56368732  0.78145041  0.        ]
 [-0.67963357 -0.46448924  0.56775696  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  229]
 [   0    1    0 -122]
 [   0    0    1 3876]
 [   0    0    0    1]]"
0662.jpg,"[[ 0.49755252 -0.22152465 -0.83867057  0.        ]
 [ 0.02970842  0.97062553 -0.23875404  0.        ]
 [ 0.86692497  0.0938771   0.48951832  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  878]
 [   0    1    0  456]
 [   0    0    1 4761]
 [   0    0    0    1]]"
0663.jpg,"[[ 0.83516434 -0.5218686  -0.17364818  0.        ]
 [ 0.39208379  0.78633152 -0.47744427  0.        ]
 [ 0.38570821  0.33065979  0.86133227  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  652]
 [   0    1    0  350]
 [   0    0    1 4982]
 [   0    0    0    1]]"
0664.jpg,"[[ 0.60141061  0.29332755 -0.74314483  0.        ]
 [-0.19702998  0.95588786  0.21784762  0.        ]
 [ 0.77426383  0.01540594  0.63267542  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -683]
 [   0    1    0 -204]
 [   0    0    1 3141]
 [   0    0    0    1]]"
0665.jpg,"[[ 0.67809934 -0.27396992  0.68199836  0.        ]
 [ 0.27107513  0.95573473  0.11440893  0.        ]
 [-0.68315412  0.10729218  0.72234952  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  373]
 [   0    1    0  122]
 [   0    0    1 2242]
 [   0    0    0    1]]"
0666.jpg,"[[ 0.5875212   0.22552826  0.77714596  0.        ]
 [-0.70281075  0.61823568  0.3519115   0.        ]
 [-0.40109337 -0.752942    0.52173025  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -110]
 [   0    1    0 -481]
 [   0    0    1 4298]
 [   0    0    0    1]]"
0667.jpg,"[[ 0.40585554  0.67545705 -0.61566148  0.        ]
 [-0.18532266  0.72046468  0.66827102  0.        ]
 [ 0.89495072 -0.15712548  0.41758208  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1149]
 [    0     1     0   167]
 [    0     0     1  3942]
 [    0     0     0     1]]"
0668.jpg,"[[ 0.53846966 -0.29847861  0.78801075  0.        ]
 [ 0.58665697  0.80408822 -0.09631067  0.        ]
 [-0.60488349  0.51415237  0.60808166  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  287]
 [   0    1    0 -136]
 [   0    0    1 2789]
 [   0    0    0    1]]"
0669.jpg,"[[ 0.76958283 -0.62319589 -0.1391731   0.        ]
 [ 0.63271168  0.77361589  0.03455986  0.        ]
 [ 0.08612896 -0.11465312  0.98966482  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   75]
 [   0    1    0 -118]
 [   0    0    1 3754]
 [   0    0    0    1]]"
0670.jpg,"[[ 0.75        0.4330127   0.5         0.        ]
 [-0.63615297  0.679231    0.36599815  0.        ]
 [-0.18113365 -0.5925751   0.78488557  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -606]
 [   0    1    0  269]
 [   0    0    1 4649]
 [   0    0    0    1]]"
0671.jpg,"[[ 0.57322703  0.81865304 -0.0348995   0.        ]
 [-0.78997705  0.56345483  0.24177452  0.        ]
 [ 0.21759374 -0.11102189  0.96970465  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  930]
 [   0    1    0 -326]
 [   0    0    1 2084]
 [   0    0    0    1]]"
0672.jpg,"[[ 0.83407624  0.54165545 -0.10452846  0.        ]
 [-0.53719712  0.84059886  0.06937434  0.        ]
 [ 0.1254435  -0.0017111   0.99209929  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -197]
 [   0    1    0  -49]
 [   0    0    1 3998]
 [   0    0    0    1]]"
0673.jpg,"[[ 0.53366026  0.46390379 -0.70710678  0.        ]
 [-0.24547855  0.8850943   0.39540909  0.        ]
 [ 0.80928796 -0.03743457  0.58621809  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -434]
 [   0    1    0  779]
 [   0    0    1 3841]
 [   0    0    0    1]]"
0674.jpg,"[[ 0.58552886 -0.19024986  0.78801075  0.        ]
 [-0.27183071  0.86971186  0.41195794  0.        ]
 [-0.76371724 -0.45541878  0.45752564  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  986]
 [   0    1    0   89]
 [   0    0    1 3359]
 [   0    0    0    1]]"
0675.jpg,"[[ 0.62922454 -0.01098316 -0.77714596  0.        ]
 [-0.50696328  0.7521071  -0.42109753  0.        ]
 [ 0.58912198  0.65894937  0.46767619  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  906]
 [   0    1    0  516]
 [   0    0    1 3664]
 [   0    0    0    1]]"
0676.jpg,"[[ 0.69411524  0.69411524 -0.190809    0.        ]
 [-0.27196256  0.49827335  0.82326183  0.        ]
 [ 0.66651362 -0.51954568  0.53463248  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -732]
 [   0    1    0  269]
 [   0    0    1 4174]
 [   0    0    0    1]]"
0677.jpg,"[[ 0.82017583  0.41790046  0.39073113  0.        ]
 [-0.55384566  0.40877457  0.72536772  0.        ]
 [ 0.14341056 -0.81133382  0.56671938  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   44]
 [   0    1    0  755]
 [   0    0    1 2802]
 [   0    0    0    1]]"
0678.jpg,"[[ 0.65198083  0.15052164 -0.74314483  0.        ]
 [-0.04309387  0.98586949  0.16187734  0.        ]
 [ 0.75700985 -0.07351594  0.64925457  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -398]
 [   0    1    0 -153]
 [   0    0    1 4542]
 [   0    0    0    1]]"
0679.jpg,"[[ 0.68610269 -0.68610269 -0.2419219   0.        ]
 [ 0.65717963  0.44187073  0.61062689  0.        ]
 [-0.31205454 -0.57793889  0.75406141  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -11]
 [   0    1    0  120]
 [   0    0    1 2229]
 [   0    0    0    1]]"
0680.jpg,"[[ 0.90420391  0.31134237 -0.2923717   0.        ]
 [-0.42103871  0.53485022 -0.73257194  0.        ]
 [-0.07170562  0.78549422  0.61470085  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -717]
 [   0    1    0 -149]
 [   0    0    1 3963]
 [   0    0    0    1]]"
0681.jpg,"[[ 0.72899347  0.63370436 -0.25881905  0.        ]
 [-0.60111051  0.77352089  0.20082727  0.        ]
 [ 0.32746706  0.00917708  0.94481803  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1094]
 [    0     1     0  -300]
 [    0     0     1  3048]
 [    0     0     0     1]]"
0682.jpg,"[[ 0.42836662 -0.63507963 -0.64278761  0.        ]
 [ 0.90197699  0.34320859  0.26200263  0.        ]
 [ 0.0542177  -0.69201281  0.71984631  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -684]
 [   0    1    0  344]
 [   0    0    1 2942]
 [   0    0    0    1]]"
0683.jpg,"[[ 0.93631685  0.32239975  0.1391731   0.        ]
 [-0.15389289  0.73297577 -0.66261867  0.        ]
 [-0.3156386   0.59900328  0.73591259  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1055]
 [    0     1     0   421]
 [    0     0     1  4393]
 [    0     0     0     1]]"
0684.jpg,"[[ 0.67351794 -0.31406657  0.66913061  0.        ]
 [-0.27842753  0.73077558  0.62325369  0.        ]
 [-0.68472746 -0.60607693  0.40474568  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1254]
 [    0     1     0   617]
 [    0     0     1  2456]
 [    0     0     0     1]]"
0685.jpg,"[[ 0.58769573  0.01025827  0.80901699  0.        ]
 [-0.68790067  0.53271465  0.49295819  0.        ]
 [-0.42591831 -0.84623275  0.32013079  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -190]
 [   0    1    0  465]
 [   0    0    1 4782]
 [   0    0    0    1]]"
0686.jpg,"[[ 0.72380958  0.33751795  0.60181502  0.        ]
 [-0.68366506  0.23289071  0.69163864  0.        ]
 [ 0.09328333 -0.91205458  0.39931776  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -320]
 [   0    1    0 -220]
 [   0    0    1 4130]
 [   0    0    0    1]]"
0687.jpg,"[[ 0.46291316  0.77041687  0.43837115  0.        ]
 [-0.75784942  0.08747825  0.64653833  0.        ]
 [ 0.45975609 -0.63151042  0.62435481  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -204]
 [   0    1    0 -246]
 [   0    0    1 4445]
 [   0    0    0    1]]"
0688.jpg,"[[ 0.62692564  0.05484889 -0.77714596  0.        ]
 [ 0.45326401  0.78563898  0.42109753  0.        ]
 [ 0.63365289 -0.61624913  0.46767619  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  920]
 [   0    1    0  346]
 [   0    0    1 3486]
 [   0    0    0    1]]"
0689.jpg,"[[ 0.94396749  0.11590463  0.30901699  0.        ]
 [ 0.01341849  0.92205361 -0.38682953  0.        ]
 [-0.32976557  0.36930104  0.86883336  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  728]
 [   0    1    0  339]
 [   0    0    1 4132]
 [   0    0    0    1]]"
0690.jpg,"[[ 0.46359193 -0.3126967   0.82903757  0.        ]
 [ 0.4177753   0.90226333  0.10669904  0.        ]
 [-0.78137464  0.29688661  0.54891895  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  719]
 [   0    1    0 -419]
 [   0    0    1 2986]
 [   0    0    0    1]]"
0691.jpg,"[[ 0.353738    0.48687858 -0.79863551  0.        ]
 [-0.92861742  0.08058765 -0.36218132  0.        ]
 [-0.11197817  0.86974414  0.48063085  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  834]
 [   0    1    0 -300]
 [   0    0    1 4630]
 [   0    0    0    1]]"
0692.jpg,"[[ 0.96862834  0.13613183 -0.20791169  0.        ]
 [-0.03483246  0.90273163  0.42879169  0.        ]
 [ 0.24606066 -0.4080977   0.87915324  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -238]
 [   0    1    0  335]
 [   0    0    1 4050]
 [   0    0    0    1]]"
0693.jpg,"[[ 0.91014888 -0.36772402  0.190809    0.        ]
 [ 0.30651312  0.90756856  0.28700001  0.        ]
 [-0.27870904 -0.20272728  0.93873474  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -404]
 [   0    1    0 -477]
 [   0    0    1 4398]
 [   0    0    0    1]]"
0694.jpg,"[[ 0.80184523 -0.27609745  0.52991926  0.        ]
 [-0.16455418  0.75052215  0.64003002  0.        ]
 [-0.5744268  -0.60040545  0.55636961  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -600]
 [   0    1    0  575]
 [   0    0    1 3386]
 [   0    0    0    1]]"
0695.jpg,"[[ 0.65329052  0.5104065   0.5591929   0.        ]
 [-0.7216972   0.64305639  0.2561867   0.        ]
 [-0.22883322 -0.5709323   0.78846159  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   -8]
 [   0    1    0  587]
 [   0    0    1 2857]
 [   0    0    0    1]]"
0696.jpg,"[[ 0.6643051  -0.20309845  0.7193398   0.        ]
 [ 0.51001795  0.82670069 -0.23758716  0.        ]
 [-0.54642513  0.52470657  0.65276534  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  339]
 [   0    1    0  709]
 [   0    0    1 3024]
 [   0    0    0    1]]"
0697.jpg,"[[ 0.41259636  0.58924867 -0.69465837  0.        ]
 [-0.77198045 -0.1786163  -0.61003475  0.        ]
 [-0.48353947  0.7879608   0.38119202  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -358]
 [   0    1    0  163]
 [   0    0    1 2825]
 [   0    0    0    1]]"
0698.jpg,"[[ 0.50846434  0.19518117  0.83867057  0.        ]
 [-0.33082451  0.94350085 -0.01900763  0.        ]
 [-0.79499633 -0.26778808  0.54430726  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -96]
 [   0    1    0 -286]
 [   0    0    1 2229]
 [   0    0    0    1]]"
0699.jpg,"[[ 0.42919547 -0.53001227  0.7313537   0.        ]
 [ 0.89884594  0.33015503 -0.28822496  0.        ]
 [-0.08869734  0.78107916  0.61810042  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  239]
 [   0    1    0 -285]
 [   0    0    1 2579]
 [   0    0    0    1]]"
0700.jpg,"[[ 0.68243733  0.53317848  0.5         0.        ]
 [-0.52028947  0.83479244 -0.18005681  0.        ]
 [-0.51339863 -0.13726725  0.84710067  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -110]
 [   0    1    0 -312]
 [   0    0    1 4757]
 [   0    0    0    1]]"
0701.jpg,"[[ 0.60402277 -0.21984631  0.76604444  0.        ]
 [ 0.26490209  0.96193162  0.0671896   0.        ]
 [-0.75165376  0.16234273  0.63926635  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -436]
 [   0    1    0  723]
 [   0    0    1 4589]
 [   0    0    0    1]]"
0702.jpg,"[[ 0.56303822  0.10944354  0.81915204  0.        ]
 [-0.39242423  0.90772522  0.14845251  0.        ]
 [-0.7273178  -0.40503954  0.55403229  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  606]
 [   0    1    0  -36]
 [   0    0    1 2055]
 [   0    0    0    1]]"
0703.jpg,"[[ 0.78387042 -0.52872728 -0.32556815  0.        ]
 [ 0.25487295  0.75210258 -0.60776763  0.        ]
 [ 0.56620397  0.39343255  0.72430925  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -654]
 [   0    1    0  648]
 [   0    0    1 2750]
 [   0    0    0    1]]"
0704.jpg,"[[ 0.66636901  0.57926574 -0.46947156  0.        ]
 [-0.73718394  0.41737821 -0.53137113  0.        ]
 [-0.11185789  0.70017615  0.7051533   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  995]
 [   0    1    0 -393]
 [   0    0    1 3738]
 [   0    0    0    1]]"
0705.jpg,"[[ 0.98147768 -0.19077993 -0.01745241  0.        ]
 [ 0.19020125  0.95948391  0.20788002  0.        ]
 [-0.02291403 -0.20734907  0.97799862  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  701]
 [   0    1    0  125]
 [   0    0    1 2262]
 [   0    0    0    1]]"
0706.jpg,"[[ 0.68106371  0.73035141 -0.05233596  0.        ]
 [-0.73025219  0.67225017 -0.12170233  0.        ]
 [-0.05370261  0.12110548  0.9911859   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -256]
 [   0    1    0 -316]
 [   0    0    1 2724]
 [   0    0    0    1]]"
0707.jpg,"[[ 0.87666956  0.35419749 -0.32556815  0.        ]
 [-0.21193667  0.89185646  0.39959342  0.        ]
 [ 0.43189505 -0.28131155  0.85693085  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  358]
 [   0    1    0  509]
 [   0    0    1 2563]
 [   0    0    0    1]]"
